cod,denumire,cod_fiscal,analitic,tara,judet,localitate,adresa,cont_banca,banca,tel,email,grupa,reg_com,den_agent
139,GTM TRUCKS CARS SRL,RO39385301,401.00139,RO,SV,MARGINEA,NR. 876 T2,,,745284809,office@gtm-grup.ro,,J33/826/2018,
140,SC DWS EXPERT OIL SRL,RO17075180,401.0014,RO,IS,REDIU,"SOS. VALEA REDIULUI, NR. 79 ,PARTER, BIROUL NR. 1",RO04BTRLRONCRT0584039301,BANCA TRANSILVANIA,743036393,dwsexpertoil@gmail.com,,J22/2902/2004,
141,DANTE INTERNATIONAL SA,RO14399840,401.00141,RO,B,BUCURESTI SECTOR 6,"SOS. VIRTUTII, NR. 148 ,SPATIUL E47",RO38BRDE450SV88376004500,BANCA ROMANA DE DEZVOLTARE,40212005200,,,J2002000372404,
142,AZ STORE ONLINE S.R.L.,RO47901608,401.00142,RO,GR,BOLINTIN-VALE,"STR. LIBERTATII, NR. 104 ,CAMERA NR. 1",RO09BREL0002003992690100,LIBRA INTERNET BANK,723611098,,,J52/291/2023,
143,PRINTHAUS S.R.L.,RO48973238,401.00143,RO,IS,IASI,"SOS. STEFAN CEL MARE SI SFANT, NR. 109",,,729992971,,,J2023003248222,
144,AXXA RECOVERY S.R.L.,39650173,401.00144,RO,IS,IASI,"STR. CARPATI, NR. 1 ,PARTER",,,740063081,,,J22/1932/2018,
145,CABLERO STEEL GROUP SRL,RO6658537,401.00145,RO,IS,IASI,"SOS. IASI - TOMESTI, NR. 15A",RO24BACX0000001069211000,UNICREDIT BANK SA,726210308,contabilitate@cablero.ro,,,
146,SC TRUCK&BUS ASSISTANCE SRL,RO29284326,401.00146,RO,IS,IASI,"Str. Garii , nr. 17 , Bl. L9 , Ap. 1, IASI",RO68INGB0000999905437798,ING BANK ROMANIA,,,,,
147,SC EDIENIS ENTERPRISE SRL,RO47082597,401.00147,RO,IS,REDIU,"SAT BREAZU  NR.CADASTRAL, nr. 71995",RO84REVO0000363724636136,Revolut Bank UAB,753427268,materialeconstructii7@gmail.com,,,
148,NELAROM CONSTRUCT S.R.L.,RO15167610,401.00148,RO,IS,IASI,"STR. AVIONULUI, NR. 16B",,,,,,J22/143/2003,
149,S.C. SELGROS CASH & CARRY S.R.L.,RO11805367,401.00149,RO,BV,BRASOV,Calea Bucuresti    231,RO20RZBR0000060008957207,RAIFFEISENBANK ROMANIA.,232306000,contact@selgros.ro,,,
150,DENIRAR STYL SRL,RO31857069,401.0015,RO,IS,VALEA ADANCA,"Sat Valea Adanca Com. Miroslava, Str. Sub Cosere, Nr.59",RO02INGB0000999909490967,ING BANK ROMANIA,,,,,
151,PRISACARIU FELICIA INTREPRINDERE INDIVIDUALA,33331221,401.00151,RO,IS,IASI,"SOS. NICOLINA, NR. 62 ,PARTER",,,753646154,,,F2014000960226,
152,ITP & RAPID S.R.L.,RO39751976,401.00152,RO,IS,IASI,"Str. Dealul Zorilor, Nr.53",RO20INGB0000999908243029,ING BANK ROMANIA,,,,,
153,ELECTRIC VALCOR SRL,RO17600425,401.00153,RO,DJ,CRAIOVA,"Str.Dezrobirii, nr.145, bl.H26, sc.1, ap.9",RO79BTRLRONCRT0316022101,BANCA TRANSILVANIA,,,,,
154,STEFANA SRL,RO3421942,401.00154,RO,IS,IASI,"SOS. MOARA DE FOC, NR.1, BL.595, ET.P",,,,,,,
155,CORPO SAN SERVICII MEDICALE SRL,14664416,401.00155,RO,IS,IASI,"STR. MIRCEA CEL BATRAN,  NR.1,  BL.A1,  SC.A,  ET.1,  AP.1",RO59RZBR0000060013009747,RAIFFEISENBANK ROMANIA.,232243019,corposan@yahoo.com,,,
156,ITP DUAL SERVICE S.R.L.,RO44363989,401.00156,RO,IS,VALEA LUPULUI,"STR. PESCARUSULUI, NR. 6",,,,,,J22/1818/2021,
157,ASIGURAREA ROMANEASCA - ASIROM VIENNA INSURANCE GROUP SA,336290,401.00157,RO,B,BUCURESTI SECTOR 2,"BLD. CAROL I, NR. 31-33",,,216011046,,,J1991000304405,
158,TEHNOCOM-TRADING SRL,RO24573471,401.00158,RO,IS,IASI,"STR. ETERNITATE, NR.87, CAMERA 2",RO13RZBR0000060013294979,RAIFFEISENBANK ROMANIA.,752286123,office@rulmentika.ro,,,
159,RO ARRIES CON SRL,RO27685763,401.00159,RO,IS,IASI,"STR. VALENI, NR. 16 ,LOT 2. CONSTRUCTIA C1",,,,,,J2010001513221,
160,DYNAMIC PARCEL DISTRIBUTION SA,RO9566918,401.0016,RO,IF,MOGOSOAIA,"STR BUIACULUI, NR. 2 ,CORP A - UNITATEA A1 SI A2",,,318249090,,,J2010000409235,
161,TRADO MOTORS SRL,RO13632203,401.00161,RO,IS,IASI,"STR . LUCA ARBORE, NR.39",,,,,,,
